"Country.Code","Age dependency ratio (% of working-age population)","Age dependency ratio, old (% of working-age population)","Age dependency ratio, young (% of working-age population)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP (constant 2010 US$)","GDP (current US$)","GDP growth (annual %)","GDP per capita (constant 2010 US$)","GDP per capita (current US$)","GDP per capita growth (annual %)","GDP per capita, PPP (constant 2017 international $)","GDP per capita, PPP (current international $)","GDP, PPP (constant 2017 international $)","GDP, PPP (current international $)","Inflation, GDP deflator (annual %)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force, total","Merchandise exports (current US$)","Merchandise imports (current US$)","Merchandise trade (% of GDP)","Personal remittances, received (% of GDP)","Personal remittances, received (current US$)","Population ages 00-04, female (% of female population)","Population ages 00-04, male (% of male population)","Population ages 0-14 (% of total population)","Population ages 0-14, female","Population ages 0-14, female (% of female population)","Population ages 0-14, male","Population ages 0-14, male (% of male population)","Population ages 0-14, total","Population ages 05-09, female (% of female population)","Population ages 05-09, male (% of male population)","Population ages 10-14, female (% of female population)","Population ages 10-14, male (% of male population)","Population ages 15-19, female (% of female population)","Population ages 15-19, male (% of male population)","Population ages 15-64 (% of total population)","Population ages 15-64, female","Population ages 15-64, female (% of female population)","Population ages 15-64, male","Population ages 15-64, male (% of male population)","Population ages 15-64, total","Population ages 20-24, female (% of female population)","Population ages 20-24, male (% of male population)","Population ages 25-29, female (% of female population)","Population ages 25-29, male (% of male population)","Population ages 30-34, female (% of female population)","Population ages 30-34, male (% of male population)","Population ages 35-39, female (% of female population)","Population ages 35-39, male (% of male population)","Population ages 40-44, female (% of female population)","Population ages 40-44, male (% of male population)","Population ages 45-49, female (% of female population)","Population ages 45-49, male (% of male population)","Population ages 50-54, female (% of female population)","Population ages 50-54, male (% of male population)","Population ages 55-59, female (% of female population)","Population ages 55-59, male (% of male population)","Population ages 60-64, female (% of female population)","Population ages 60-64, male (% of male population)","Population ages 65 and above (% of total population)","Population ages 65 and above, female","Population ages 65 and above, female (% of female population)","Population ages 65 and above, male","Population ages 65 and above, male (% of male population)","Population ages 65 and above, total","Population ages 65-69, female (% of female population)","Population ages 65-69, male (% of male population)","Population ages 70-74, female (% of female population)","Population ages 70-74, male (% of male population)","Population ages 75-79, female (% of female population)","Population ages 75-79, male (% of male population)","Population ages 80 and above, female (% of female population)","Population ages 80 and above, male (% of male population)","Population growth (annual %)","Population, female","Population, female (% of total population)","Population, male","Population, male (% of total population)","Population, total","Primary education, duration (years)","Proportion of seats held by women in national parliaments (%)","Refugee population by country or territory of asylum","Refugee population by country or territory of origin","Rural population","Rural population (% of total population)","Rural population growth (annual %)","Secondary education, duration (years)","Secure Internet servers (per 1 million people)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Urban population","Urban population (% of total population)","Urban population growth (annual %)"
"TEA","44.1633370720717","14.9081532177494","29.1561903677892","63.5134416674571","14456920763011.1","17420835248019.9","1.04327790478953","6953.12261858115","8378.63093968804","0.498214533757647","14592.4533843076","15393.8201711505","30340604342443.9","32006804807330.8","0.814416721997389","66.4450214162247","1101770283","3623938828280.37","3002175646976.26","38.034326744238","0.546896377321402","95515382857.746","6.4964817034415","6.88797060377023","20.2383112341773","199599062","19.5325330332115","221175338","20.9204978918542","420774406","6.63939887893164","7.10879638760406","6.39665245083837","6.92373090047985","6.31456734965443","6.78942688708019","69.4134284876191","706347778","69.1223756199176","736825710","69.6947538074768","1443173476","6.5574891530686","6.95465759916138","7.06652399608908","7.36814993539339","8.43890545008932","8.55000142886079","7.13183979778716","7.13899384176686","6.75161850912991","6.73313320145229","7.7277143450265","7.67633785711401","7.75988031528531","7.5590300595242","6.3220692705252","6.12942772100074","5.05176743326211","4.79559527612291","10.3482602782036","115933227","11.3450913468709","99217279","9.3847483006691","215150513","4.58281359952397","4.21441116551901","2.9156307175449","2.48179327488339","1.81394676568763","1.4330851987103","2.03270026411438","1.2554586615564","0.542361248466534","1021880067","49.1501542326818","1057218326","50.8498457673182","2079198305","6","21.9014196841601","552340","1632397","885328367","42.5802755533922","-1.58213909370258","6","1233.2855567497","4.41264564554665","1193869938","57.4197244466078","2.17800096972181"
"EMU","56.5558044520012","33.0704766805884","23.4016691462389","51.4983916224115","13218394428701.6","12933363276561.7","-6.66503711596827","38543.2371424884","37712.1208258145","-6.84675179533026","43681.0371682259","46759.302850335","14980401781247.6","16036092298160.6","1.19667096259563","56.0992676246054","163618490","4491421000000","4193103000000","67.1482259818561","0.649558350707596","84009741190.2558","4.52247211798509","4.97838238420387","14.9558054464076","24918864","14.2332784286761","26372044","15.7093245905438","51290899","4.76824443514536","5.25988279396798","4.94256187554564","5.47105941237195","4.92170200544348","5.45504675960887","63.9091382777585","109225389","62.3878888652325","109950844","65.4956213633879","219176242","5.05768941002393","5.58762603525131","5.38082961737149","5.87719319368174","5.89717038376791","6.30472626046249","6.32173550730873","6.64177668204059","6.57923599642098","6.89564164499883","6.96506037661371","7.28646647959542","7.38479695058706","7.62461305388393","7.32374767614352","7.40635709400428","6.55592094155168","6.41617415986043","21.1350562758339","40930414","23.3788327060914","31552218","18.7950540460683","72482628","5.86339883148888","5.49935913758019","5.3019647149569","4.78638331919212","4.29804118556457","3.58396372133321","7.91542797408106","4.92534786796281","0.195070684988636","175074665","51.0496521938726","167875108","48.9503478061274","342949773","6","33.8555858310627","2335623","2421","77294466","22.538129962617","-0.820146515427567","6","51656.8529701287","8.20325602764401","265655307","77.461870037383","0.494370980695578"
"ECS","53.9087761763953","25.9888859493439","27.7943791546731","52.9722765000336","23185549749409.7","21960949545194.9","-5.67298580032488","25106.445365613","23780.3884700839","-5.94677409029588","33278.3984372695","35376.4976824449","30732266209408.5","32669839757547.6","1.65662238769804","57.2080898748654","431799989","6987767050450.46","6850821888960.79","63.1093825370808","0.803750762298183","175826434498.175","5.63877168848635","6.31974730196741","18.0737350896033","80983049","17.0702325800422","85530658","19.1390389069852","166513681","5.8204861022456","6.52706584437641","5.61097478931029","6.29222576064142","5.24406495459637","5.87313333487148","65.0265810475236","301787914","63.6131856878383","297303277","66.5270100828693","599091205","5.39806825908822","6.01708489101233","6.12259841198213","6.76365235969509","6.94636451854936","7.53667464834096","6.91643122125547","7.38821292875644","6.75766779434734","7.08610936676044","6.64889545526291","6.88597730805504","6.54511200358205","6.62765705016548","6.73531105741359","6.55983404455154","6.2986720117608","5.78867415066046","16.8996838628732","91639978","19.3165817321195","64057150","14.3339510101455","155697130","5.61007166832347","4.80283164110805","4.53492192966965","3.73327313539961","3.3786001872119","2.52662181940308","5.79298794691451","3.27122441423476","0.291099308208558","474410940","51.4935307091402","446891084","48.5064692908598","923489941","5","30.2941445981856","6775627","415847","252413593","27.385223251305","-0.445183664445565","7","31879.6770153302","7.40675213450157","669300970","72.614776748695","0.574428823086251"
"ECA","51.2433411720874","19.0467546709538","32.0984348348852","52.2223998094704","4048676856759.97","3217679452264.09","-1.51520425320611","9633.9846965989","7656.59391905151","-1.8640503864452","21613.6563996657","22627.6379588305","9083127408971.42","9509252610646.38","2.81336895743189","56.7401237180494","187017424","811141416906.545","825043639664.703","51.1633891859068","1.9884014317418","63152552163.0904","6.70270699517311","7.70317700040661","21.2368222564376","43216392","19.822875385364","45654218","22.7745742768394","88870595","6.85848009472686","7.88475594073175","6.26168829546406","7.18664133570103","5.61536320314151","6.43512367555569","66.1615496012683","141274580","64.8010662045622","135594353","67.64114784602","276868936","5.65910550933059","6.44605097138967","6.64008485563801","7.4865833151574","7.87598111956142","8.69906438492782","7.40274286219133","8.03752033612666","6.88235834242977","7.21272486385087","6.40766615117018","6.55839555054955","5.86032910112662","5.75126661356177","6.36830893831454","5.88248618664271","6.08912612165824","5.13193194825782","12.6016281422941","33521766","15.3760584100738","19212772","9.58427787714064","52734547","5.31540957460904","3.99085535219578","3.59414292762456","2.4575246477796","2.45945942502851","1.40882918704847","4.00704648281165","1.72706869011679","0.355472316325248","218012739","52.0970711327859","200461342","47.9029288672141","420249459","4","23.5663786331501","3852819","383181","136567177","32.6345601427726","-0.208069416693036","8","9316.67258981327","7.96588074846973","281906904","67.3654398572274","0.637878588624403"
"TEC","51.2972361141578","19.9343855247604","31.2724402647402","52.3866985208431","4753173622758.45","3868307068397.35","-1.77490650296605","10282.7468483563","8368.47661646182","-2.0842674169959","22528.0482227503","23634.7274081382","10413533092251.9","10925092735839","2.81336895743189","56.6747856705883","206997693","1099409941798.57","1109070112129.8","57.4309236898368","1.9094515489039","73059048609.7329","6.51765627092685","7.47521946091383","20.6818975389957","46316886","19.3251883517058","48917492","22.1545598934649","95234362","6.6663894987368","7.64706718431587","6.14114258204215","7.03227324823516","5.5041483606143","6.28793109943158","66.1345801398219","155030201","64.6845679689147","149501072","67.7085097683995","304531278","5.601142343698","6.35834042804397","6.59046736776986","7.4245970852686","7.78359244787671","8.62377770338548","7.43192553158538","8.10887676711588","6.92791344415275","7.29606373807403","6.42140545827979","6.60109531675099","5.86118004989921","5.78777974180312","6.35703560293712","5.91802163521946","6.20575736210157","5.3020262533064","13.1835223211823","38323989","15.9902436793795","22382445","10.1369303381356","60706439","5.46223432275515","4.17799133151374","3.76783934799005","2.62486996610187","2.54631001796616","1.48757783152002","4.21385999066816","1.84649120900001","0.315946075129034","239671076","52.0489917492372","220801007","47.9510082507628","462247461","4","24.3566591422122","3856596","407562","153449094","33.3242987469014","-0.203687135560841","8","10735.9624665889","7.57094637025737","307022989","66.6757012530986","0.583981266807371"
"EUU","55.9946465077794","32.3982617384185","23.5119648539502","52.229505084438","15569217259514.3","15192652399779.1","-6.20157283789507","34768.6508402895","33927.7188969154","-6.32686644170487","41504.1591489181","44491.2995456303","18585342121304.6","19922967732224","1.44925987961915","56.3857597454545","214415439","5457767000000","5135438000000","69.725843264564","0.755224327728434","114738606950.349","4.58113638913629","5.05496546977214","15.0804511507661","32821878","14.3424002390931","34707596","15.8518659575627","67529457","4.77951382354743","5.27999882052375","4.98175002640938","5.51690166726685","4.85780345828202","5.37840729943647","64.1394743465441","142955447","62.4682170490929","144257698","65.8862573824646","287213159","5.03075290264084","5.55613485465547","5.51971300370665","6.05525783298777","6.06708571543765","6.57353040468291","6.42846628132093","6.8573572314497","6.76360675195923","7.15569724002115","6.96827847791713","7.3350685993263","7.17833393695473","7.44319536890447","7.02625354007727","7.10418480645227","6.6279229807964","6.42742374454807","20.7800745026898","53067764","23.189382711814","39984308","18.2618766599727","93052071","6.07542036672403","5.58696661400996","5.408161368703","4.74210235817625","4.21780903716988","3.40220650611609","7.48799193921711","4.5306011816704","0.133756178586509","228845087","51.1049128238876","218949604","48.8950871761124","447794691","6","32.4066963600061","2657199","34447","112143460","25.0434988540496","-0.734987207609535","6","50254.1576581577","7.37492817935492","335651231","74.9565011459504","0.427408386805283"
"FCS","79.3443716536196","6.25239796222028","71.7576539229547","54.969559976765","1872340284887.02","1734071057010.89","-5.24687336713157","2013.25495281732","1864.57941018718","-7.41365672154019",NA,"4538.77250126242",NA,"4221088136978.85","2.21600307596857","59.0271906972803","326924297","187094943728.579","265704893150.007","34.505909337031","3.84591734400448","46677911500.3537","14.5780678800053","15.0809471951843","40.3110122669169","184027352","39.674191978397","190123418","40.9471929518265","374150766","13.2490135892541","13.6751821471476","11.8471105091376","12.1910636094946","10.4490678356822","10.7097449704355","56.1766030548809","261772361","56.4351265008109","259636494","55.9183382834725","521408861","9.03408977530696","9.19688387161642","7.75514296899345","7.83097475964479","6.65140953464608","6.63436372191446","5.72630063950405","5.63844113527658","4.78037565086163","4.68437657031876","3.95295753308772","3.83124666872165","3.2809058043346","3.07485766514019","2.67413203501515","2.43890024445196","2.13074472337911","1.8785486759522","3.51238467820221","18046790","3.89068152079207","14553767","3.13446876470106","32600557","1.61551927020237","1.37072204378147","1.08433278777428","0.890627724586583","0.665214533573232","0.519049715373565","0.525614929242195","0.354069280959442","2.34028397459424","463846503","49.9748332495098","464313679","50.0251667504902","930006546","6","20.6166303332295","9051039","18172928","532400192","57.3564225315541","1.54961819464998","6","47.3368331500456","6.87312430746009","395830976","42.6435774684459","3.43798796589793"
"HPC","83.426299448954","5.61254284038222","77.2002098097477","63.7322392623641","772988177291.323","801469943817.275","0.267308660527959","938.684778769734","973.271854608424","-2.38366239948439","2518.51013946003","2659.96363034325","2073942825345.93","2190426951393.68","4.32476987504318","67.0405413482488","318933104","126632925246.023","171268840725.65","37.2059873218553","3.77644055409542","29854849410.6701","15.4092732247859","15.8818170569152","42.2291164121965","171841821","41.6419850535549","175906538","42.8188948655851","347748342","13.8461198494809","14.2376228697777","12.3865919792881","12.6994549388922","10.8412314947635","11.0750007700542","54.7007789045168","226787578","54.956848562539","223662393","54.4435505362068","450449996","9.29637965549261","9.42946875517674","7.81696009673866","7.87285238422835","6.50186397281807","6.47836170004431","5.45588432235037","5.33025015319418","4.4261473941602","4.30781238188881","3.58280799010498","3.46663639450049","2.89379310689768","2.73011524387964","2.31694213543032","2.13235307040302","1.82483839378252","1.62069968283697","3.07010468328667","14035417","3.40116638390611","11246291","2.73755459820814","25281699","1.37088256150241","1.17938716496732","0.970967682401109","0.78180087494421","0.603729686516332","0.461804455726813","0.45558645348626","0.314562102569802","2.71570428186025","412664816","50.1123035116001","410815222","49.8876964883999","823480038","6","25.2358125869801","5780753","7514701","519096920","63.0369763895649","1.93668198518395","6.5","23.8463582525846","4.93540260825607","304383118","36.9630236104351","4.07208478871519"
"HIC","54.2667064309791","28.6714845381047","25.0973711135525","56.0357062102059","51185665485714.1","53255168549696.3","-4.70204993359371","42130.5390398542","43833.9315581079","-5.0263524993829","47785.7042413795","50572.3450824268","58056296644691.1","61441870842632.2","1.16327418889426","60.1273560492953","610637856","11545070287012.5","12072658450476.6","45.2617586463645","0.284670998051916","140003584143.832","5.12340410337469","5.41838498453564","16.3214922078433","96580573","15.8559715831268","101578679","16.7901892212626","198159225","5.31823226042166","5.63093152935719","5.4143352193304","5.74087270736982","5.34964329814093","5.66298838735097","65.0326748481384","386125112","63.3915141145591","403436533","66.6850145390401","789561680","5.71667168075143","6.13155878623205","6.24848735773871","6.88698898483525","6.49016066353772","7.13469583935985","6.65427452353743","7.13678038293342","6.62133599900577","7.02327016561159","6.73838041739151","7.0670855350521","6.69099824021699","6.89915591636533","6.65956627309974","6.70915857341456","6.2219956611389","6.03333196788496","18.6458329440182","126405989","20.7525143023141","99973084","16.5247962396973","226379055","5.62746990327739","5.18746486601953","5.00738665673668","4.40250652277096","3.79213956931969","3.06323627737959","6.32551817298037","3.8715885735272","0.341465842708715","609111672","50.1698121226104","604988295","49.8301878773896","1214930230","6","30.3258393582252","3458665","40244","221652252","18.2446117013071","-0.659597436711095","6","65723.8191179653","6.80848180084402","993239319","81.7553882986929","0.567570387794404"
"IBD","47.8979587212246","13.4139816720096","34.2189265377151","53.6170412762564","29469332062005.6","30032605030761.6","-2.05740479697717","6071.6332899172","6187.68569657553","-2.81162947543025","13066.0712195316","13683.5829156037","63417596736881","66414756867408.2","1.86046287588871","57.4952634786583","2143656743","6202989947776.3","5697725425424.62","40.318898663225","1.3173182256819","387918025630.551","7.48972417052538","7.8986014002162","23.1783868108106","538834520","22.4974228617571","586134653","23.8418072839156","1124969160","7.56028789400078","8.0109316782407","7.44741079723099","7.9322742054587","7.27261835801983","7.75770114174348","67.73557544618","1614006640","67.3880171500143","1673557488","68.0741785239992","3287564146","7.30750939087741","7.73381771962265","7.54821983330479","7.89260650612017","8.16931831096936","8.3601465964657","7.33438875439205","7.4141949665797","6.72652116351985","6.70900521739948","6.70928620922422","6.62649176324472","6.33792402047706","6.15360515737143","5.44678772992116","5.21457291313668","4.53544337930858","4.21203654231519","9.08603774300937","242253262","10.1145599882285","198740005","8.08401419208519","440993252","3.89760366582548","3.48765072400058","2.58353922311718","2.13917967864238","1.67005680129173","1.27111905362276","1.96336029799415","1.18606473581947","0.776044164936792","2395094423","49.3475082546203","2458432143","50.6524917453796","4853608684","6","24.2715038033938","10820931","2063830","2125506861","43.7922996534529","-0.567164513049306","6","2162.0782974518","6.74643779147215","2728101823","56.2077003465471","1.84797807994343"
"IBT","54.6339562026356","11.7435870586897","41.5999726647753","54.5094620491441","31646512475962.7","32350795694820.6","-1.96555583246709","4822.53708876169","4929.86114055141","-3.09028913937644","10631.7564173745","11136.000868579","69767843338709.2","73076802507351.7","2.72251749403239","58.2453685657149","2784201245","6512202927878.43","6155837764973.11","39.8436618055623","1.62072606790429","513912672227.46","9.12778597186324","9.52223206738191","27.1286076164385","860535369","26.5072181725366","919158812","27.7373646133697","1779694141","8.87775246865213","9.2884161073367","8.50167973202122","8.92671643865112","8.07014536187693","8.48686253683","65.2130419859198","2110548383","65.0115828423547","2167565282","65.4104031578768","4278113727","7.80553900495999","8.15217858384225","7.69631571671051","7.95347283691694","7.87938936996073","7.99977330305972","7.00769346497029","7.03005250044693","6.279117130015","6.23632673889257","6.03457593934957","5.9518299677299","5.57434903087308","5.4135872278347","4.75390052640671","4.55124849958509","3.91055729723183","3.6350709627387","7.65835039764167","275335256","8.48119898510875","227068785","6.85223222875347","502404010","3.28308314740441","2.94417139880891","2.19107991949352","1.82820051463461","1.41453021001938","1.09166618386886","1.59250570819144","0.988194131441095","1.16059917723513","3246419008","49.4864962578115","3313792876","50.5135037421885","6562212357","6","23.5006380263718","20557567","20160919","3183930249","48.5322891461128","0.0906587229475804","6","1620.4489479159","6.41504866215236","3376506730","51.4677108538872","2.19173223555902"
